sale_id,customer_id,sale_date,feedback_text,feedback_text_clean,sentiment,sentiment_vader,neg,neu,pos,compound,churn
S007054,CUST00338,2020-04-24,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,1
S007055,CUST01938,2021-08-26,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,1
S007056,CUST00009,2023-05-06,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S007057,CUST01527,2021-08-18,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S007058,CUST01508,2021-01-27,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S007059,CUST00196,2023-01-23,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S007060,CUST00431,2021-03-25,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S007061,CUST00771,2023-02-23,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,1
S007062,CUST00586,2021-07-31,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007063,CUST01330,2023-08-14,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S007064,CUST01791,2022-08-22,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S007065,CUST01885,2023-06-14,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007066,CUST00424,2020-10-31,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S007067,CUST00668,2021-06-22,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S007068,CUST01856,2021-06-30,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S007069,CUST01974,2021-07-17,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S007070,CUST00260,2023-04-14,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007071,CUST01712,2021-02-02,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007072,CUST00084,2023-11-12,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S007073,CUST01157,2022-04-02,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S007074,CUST00963,2020-12-11,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,1
S007075,CUST00303,2022-10-08,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S007076,CUST01673,2023-02-17,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,1
S007077,CUST01764,2021-05-20,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S007078,CUST00883,2020-05-25,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S007079,CUST01572,2023-12-07,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S007080,CUST00397,2021-01-28,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S007081,CUST01572,2022-01-25,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S007082,CUST00257,2020-02-03,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,1
S007083,CUST01227,2022-05-31,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S007084,CUST01189,2022-07-28,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S007085,CUST00600,2023-07-16,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,1
S007086,CUST01898,2020-01-05,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S007087,CUST01901,2022-03-16,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007088,CUST01742,2022-12-15,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,1
S007089,CUST00740,2023-10-29,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,1
S007090,CUST01178,2022-10-20,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S007091,CUST01114,2020-08-16,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,1
S007092,CUST00147,2022-12-01,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007093,CUST01609,2023-08-03,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S007094,CUST01865,2021-07-19,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S007095,CUST01956,2020-05-29,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,1
S007096,CUST00580,2022-11-09,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007097,CUST00988,2021-04-15,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S007098,CUST01193,2021-03-25,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007099,CUST01164,2021-12-17,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S007100,CUST00388,2020-02-09,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S007101,CUST00790,2023-04-05,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S007102,CUST01858,2020-09-08,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,1
S007103,CUST01639,2020-12-08,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S007104,CUST00141,2020-04-28,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S007105,CUST01551,2020-06-26,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S007106,CUST00237,2021-10-01,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S007107,CUST01106,2021-02-24,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S007108,CUST00608,2023-10-10,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S007109,CUST01251,2022-12-15,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S007110,CUST00781,2022-04-17,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S007111,CUST01356,2020-03-24,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S007112,CUST01688,2023-03-14,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S007113,CUST01835,2020-06-11,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S007114,CUST00780,2023-12-06,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S007115,CUST01392,2021-08-16,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S007116,CUST01978,2023-04-10,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S007117,CUST00913,2023-05-02,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S007118,CUST00788,2021-01-08,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S007119,CUST00199,2021-07-25,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S007120,CUST00855,2020-12-18,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S007121,CUST00557,2020-05-26,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S007122,CUST00244,2020-07-17,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,1
S007123,CUST00741,2021-11-20,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S007124,CUST01492,2021-11-05,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S007125,CUST00641,2020-12-25,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007126,CUST00705,2023-03-26,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S007127,CUST01602,2022-03-17,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,1
S007128,CUST00572,2023-02-09,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,1
S007129,CUST01916,2023-05-31,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S007130,CUST00223,2023-02-18,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,1
S007131,CUST00028,2021-11-08,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S007132,CUST01026,2023-11-17,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S007133,CUST00838,2021-01-18,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,1
S007134,CUST00680,2022-12-03,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,1
S007135,CUST01578,2023-02-08,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S007136,CUST00428,2023-02-04,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007137,CUST01545,2022-10-24,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S007138,CUST00439,2022-06-25,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,1
S007139,CUST00166,2023-02-23,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S007140,CUST01781,2021-03-23,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S007141,CUST00502,2022-04-02,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007142,CUST00637,2020-12-21,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,1
S007143,CUST00889,2023-12-07,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,1
S007144,CUST01392,2022-02-10,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S007145,CUST00732,2021-07-06,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S007146,CUST00146,2020-09-04,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S007147,CUST00785,2021-03-31,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007148,CUST00623,2020-04-24,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S007149,CUST01889,2022-01-02,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S007150,CUST00252,2023-11-17,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S007151,CUST00188,2022-01-01,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S007152,CUST01463,2021-09-09,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S007153,CUST01677,2020-10-30,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,1
S007154,CUST00302,2022-04-17,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S007155,CUST01588,2023-08-09,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007156,CUST01870,2021-09-04,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S007157,CUST00025,2020-06-07,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,1
S007158,CUST00262,2022-07-16,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S007159,CUST01309,2021-04-25,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007160,CUST01812,2022-07-06,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S007161,CUST00503,2020-08-20,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,1
S007162,CUST01966,2020-06-30,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007163,CUST00016,2022-08-06,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007164,CUST00047,2022-08-13,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S007165,CUST00164,2020-04-10,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S007166,CUST01670,2022-05-26,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S007167,CUST01919,2022-02-16,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007168,CUST00316,2021-02-21,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S007169,CUST00991,2023-08-03,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S007170,CUST01386,2020-12-17,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S007171,CUST01415,2022-05-05,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S007172,CUST00803,2023-10-03,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007173,CUST00025,2020-12-15,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S007174,CUST00113,2023-11-27,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S007175,CUST01576,2023-06-06,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S007176,CUST00188,2023-07-04,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S007177,CUST01629,2023-09-15,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S007178,CUST00587,2023-03-14,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S007179,CUST00594,2020-12-09,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,1
S007180,CUST00872,2020-05-11,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S007181,CUST01193,2020-10-20,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S007182,CUST00768,2021-10-29,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S007183,CUST00845,2021-04-03,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,1
S007184,CUST01504,2022-12-11,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007185,CUST01048,2020-03-28,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S007186,CUST01653,2021-11-20,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S007187,CUST00345,2020-05-08,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S007188,CUST01150,2023-05-29,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S007189,CUST00933,2022-07-23,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,1
S007190,CUST01993,2022-02-21,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S007191,CUST01037,2022-05-19,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,1
S007192,CUST00816,2021-12-15,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S007193,CUST01345,2023-05-14,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007194,CUST01939,2021-02-09,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007195,CUST01107,2021-03-31,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S007196,CUST00671,2021-09-22,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007197,CUST00992,2021-08-20,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S007198,CUST01076,2022-07-11,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S007199,CUST00546,2021-09-19,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S007200,CUST01277,2023-12-28,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007201,CUST00970,2023-01-30,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007202,CUST01300,2022-07-29,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007203,CUST01366,2020-03-14,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S007204,CUST01073,2023-03-12,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,1
S007205,CUST01521,2022-11-13,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,1
S007206,CUST00588,2021-06-14,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,1
S007207,CUST01794,2022-04-17,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S007208,CUST00911,2020-05-05,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007209,CUST01682,2020-02-11,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007210,CUST00947,2021-03-05,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,1
S007211,CUST01445,2020-09-13,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,1
S007212,CUST01478,2022-10-08,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007213,CUST01186,2023-08-28,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S007214,CUST00968,2021-05-12,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007215,CUST00247,2022-10-01,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S007216,CUST00726,2023-09-23,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S007217,CUST01032,2021-10-24,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007218,CUST01610,2020-05-11,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007219,CUST01854,2021-02-09,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S007220,CUST00480,2023-03-15,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,1
S007221,CUST00506,2022-07-17,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S007222,CUST01269,2023-04-28,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,1
S007223,CUST01309,2022-11-03,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S007224,CUST00065,2020-05-02,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S007225,CUST01994,2020-09-11,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,1
S007226,CUST01762,2022-05-20,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S007227,CUST00779,2020-06-05,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S007228,CUST01308,2022-05-14,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S007229,CUST01091,2020-10-30,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,1
S007230,CUST01104,2023-12-04,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,1
S007231,CUST01665,2020-01-03,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S007232,CUST00096,2022-12-11,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S007233,CUST00475,2020-11-17,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S007234,CUST00794,2023-10-15,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S007235,CUST01591,2021-01-08,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007236,CUST01425,2020-05-21,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S007237,CUST00671,2022-10-11,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S007238,CUST01427,2020-08-25,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007239,CUST01286,2021-03-23,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S007240,CUST00661,2022-10-30,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S007241,CUST01961,2023-05-11,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S007242,CUST00281,2021-08-21,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S007243,CUST01321,2022-07-30,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S007244,CUST01021,2023-08-31,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S007245,CUST00170,2021-05-06,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007246,CUST00074,2021-05-28,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S007247,CUST00038,2021-03-08,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007248,CUST00804,2021-06-08,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S007249,CUST01278,2022-08-26,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S007250,CUST01151,2020-05-30,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S007251,CUST00352,2020-06-16,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S007252,CUST01488,2020-05-17,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S007253,CUST01908,2022-06-03,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S007254,CUST01633,2020-05-24,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,1
S007255,CUST00147,2022-09-26,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S007256,CUST01063,2022-09-05,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S007257,CUST01657,2020-12-08,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
